internship_id,date_time,profile,company,location,start_date,stipend,duration,apply_by_date,offer,education,skills,perks,stipend_min,stipend_max,stipend_type,stipend_period,duration_months,apply_by_dt,posted_dt,start_immediate,start_dt,is_remote,city,is_multi_city,skills_tokens,text_blob
INT1393,2025-07-02,UI/UX Design,CloudNine,Noida,Immediately,Rs. 15000 /month,6 Months,2025-09-30,Letter of Recommendation,MBA,"Figma, Adobe XD, Sketch","5 days a week, Free snacks",15000.0,15000.0,fixed,month,6.0,2025-09-30,2025-07-02,True,,False,Noida,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch 5 days a week, free snacks mba letter of recommendation cloudnine"
INT1394,2025-08-03,Digital Marketing,BizBoost,Gurgaon,Immediately,Unpaid,1 Month,2025-05-31,,B.Com,"Facebook Ads, Google Ads, SEO","Informal dress code, Free snacks",0.0,0.0,unpaid,unknown,1.0,2025-05-31,2025-08-03,True,,False,Gurgaon,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo informal dress code, free snacks b.com bizboost"
INT1395,2025-09-04,Social Media Marketing,ContentKing,Chandigarh,1 June 2025,Rs. 3000 /month,5 Months,2025-10-15,"Certificate, PPO",Any Graduate,"Instagram, Facebook, Content Creation","Certificate, LOR",3000.0,3000.0,fixed,month,5.0,2025-10-15,2025-09-04,False,2025-06-01,False,Chandigarh,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation certificate, lor any graduate certificate, ppo contentking"
INT1396,2025-01-05,Video Editing,PixelPerfect,Indore,Immediately,Rs. 20000 /month,8 Weeks,2025-06-30,"Certificate of Completion, Letter of Recommendation",B.Sc,"Premiere Pro, After Effects, Davinci Resolve",Flexible working hours,20000.0,20000.0,fixed,month,1.8411967779056388,2025-06-30,2025-01-05,True,,False,Indore,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve flexible working hours b.sc certificate of completion, letter of recommendation pixelperfect"
INT1397,2025-02-06,React Development,AnalyticsEdge,Work From Home,15 June 2025,Rs. 12000 /month,12 Weeks,2025-07-15,Pre-Placement Offer (PPO),M.Tech,"React, Node.js, MongoDB",Health Insurance,12000.0,12000.0,fixed,month,2.761795166858458,2025-07-15,2025-02-06,False,2025-06-15,True,Remote,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb health insurance m.tech pre-placement offer (ppo) analyticsedge"
INT1398,2025-03-07,Full Stack Development,MobileFirst,Work From Home,1 June 2025,Performance based,2 Months,2025-08-01,Certificate of Completion,"B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL",,,,performance_based,unknown,2.0,2025-08-01,2025-03-07,False,2025-06-01,True,Remote,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql b.tech/b.e., mca certificate of completion mobilefirst"
INT1399,2025-04-08,Data Analytics,DevStudio,Work From Home,15 June 2025,Rs. 7000-10000 /month,3 Months,2025-11-30,Letter of Recommendation,Any,"SQL, Excel, Tableau, Power BI","Flexible working hours, Work from home",7000.0,10000.0,range,month,3.0,2025-11-30,2025-04-08,False,2025-06-15,True,Remote,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi flexible working hours, work from home any letter of recommendation devstudio"
INT1400,2025-05-09,Data Science,TechCorp India,Mumbai,Immediately,Rs. 2000 /month,2 Months,2025-06-15,,B.Tech/B.E.,"Python, Machine Learning, Data Analysis","5 days a week, Free snacks",2000.0,2000.0,fixed,month,2.0,2025-06-15,2025-05-09,True,,False,Mumbai,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis 5 days a week, free snacks b.tech/b.e. techcorp india"
INT1401,2025-06-10,Web Development,StartupXYZ,Delhi,1 June 2025,Rs. 25000 /month,3 Months,2025-07-01,"Certificate, PPO",BCA,"React, JavaScript, HTML, CSS","Informal dress code, Free snacks",25000.0,25000.0,fixed,month,3.0,2025-07-01,2025-06-10,False,2025-06-01,False,Delhi,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css informal dress code, free snacks bca certificate, ppo startupxyz"
INT1402,2025-07-11,Machine Learning,InnovateTech,Bangalore,15 June 2025,Rs. 5000-8000 /month,4 Months,2025-08-20,"Certificate of Completion, Letter of Recommendation",MCA,"Python, TensorFlow, Deep Learning","Certificate, LOR",5000.0,8000.0,range,month,4.0,2025-08-20,2025-07-11,False,2025-06-15,False,Bangalore,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning certificate, lor mca certificate of completion, letter of recommendation innovatetech"
INT1403,2025-08-12,Business Development,DataDriven Co,Hyderabad,15 June 2025,,6 Months,2025-09-30,Pre-Placement Offer (PPO),MBA,"Business Development, Sales, CRM",Flexible working hours,,,unknown,unknown,6.0,2025-09-30,2025-08-12,False,2025-06-15,False,Hyderabad,False,"['business development', 'sales', 'crm']","business development business development, sales, crm flexible working hours mba pre-placement offer (ppo) datadriven co"
INT1404,2025-09-13,Marketing,DesignHub,Chennai,1 June 2025,Rs. 18000 /month,1 Month,2025-05-31,Certificate of Completion,B.Com,"Digital Marketing, SEO, Google Analytics",Health Insurance,18000.0,18000.0,fixed,month,1.0,2025-05-31,2025-09-13,False,2025-06-01,False,Chennai,False,"['digital marketing', 'seo', 'google analytics']","marketing digital marketing, seo, google analytics health insurance b.com certificate of completion designhub"
INT1405,2025-01-14,Content Writing,FinanceFirst,Pune,1 July 2025,Rs. 5000 /month,5 Months,2025-10-15,Letter of Recommendation,Any Graduate,"Content Writing, Blogging, SEO",,5000.0,5000.0,fixed,month,5.0,2025-10-15,2025-01-14,False,2025-07-01,False,Pune,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo any graduate letter of recommendation financefirst"
INT1406,2025-02-15,Graphic Design,MarketMasters,Kolkata,Immediately,Rs. 10000 /month,8 Weeks,2025-06-30,,B.Sc,"Photoshop, Illustrator, Figma","Flexible working hours, Work from home",10000.0,10000.0,fixed,month,1.8411967779056388,2025-06-30,2025-02-15,True,,False,Kolkata,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma flexible working hours, work from home b.sc marketmasters"
INT1407,2025-03-16,Finance,CodeCraft,Ahmedabad,1 August 2025,Rs. 8000 /month,12 Weeks,2025-07-15,"Certificate, PPO",M.Tech,"Finance, Excel, Tally","5 days a week, Free snacks",8000.0,8000.0,fixed,month,2.761795166858458,2025-07-15,2025-03-16,False,2025-08-01,False,Ahmedabad,False,"['finance', 'excel', 'tally']","finance finance, excel, tally 5 days a week, free snacks m.tech certificate, ppo codecraft"
INT1408,2025-04-17,Human Resources,CreativeMinds,Jaipur,15 June 2025,Rs. 15000 /month,2 Months,2025-08-01,"Certificate of Completion, Letter of Recommendation","B.Tech/B.E., MCA","HR, Recruitment, Excel","Informal dress code, Free snacks",15000.0,15000.0,fixed,month,2.0,2025-08-01,2025-04-17,False,2025-06-15,False,Jaipur,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel informal dress code, free snacks b.tech/b.e., mca certificate of completion, letter of recommendation creativeminds"
INT1409,2025-05-18,Operations,GrowthLab,Noida,Immediately,Unpaid,3 Months,2025-11-30,Pre-Placement Offer (PPO),Any,"Operations, MS Office, Excel","Certificate, LOR",0.0,0.0,unpaid,unknown,3.0,2025-11-30,2025-05-18,True,,False,Noida,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel certificate, lor any pre-placement offer (ppo) growthlab"
INT1410,2025-06-19,Python Development,AIVentures,Gurgaon,1 August 2025,Rs. 3000 /month,2 Months,2025-06-15,Certificate of Completion,B.Tech/B.E.,"Python, Django, REST API",Flexible working hours,3000.0,3000.0,fixed,month,2.0,2025-06-15,2025-06-19,False,2025-08-01,False,Gurgaon,False,"['python', 'django', 'rest api']","python development python, django, rest api flexible working hours b.tech/b.e. certificate of completion aiventures"
INT1411,2025-07-20,Android Development,WebWizards,Chandigarh,Immediately,Rs. 20000 /month,3 Months,2025-07-01,Letter of Recommendation,BCA,"Android, Kotlin, Java",Health Insurance,20000.0,20000.0,fixed,month,3.0,2025-07-01,2025-07-20,True,,False,Chandigarh,False,"['android', 'kotlin', 'java']","android development android, kotlin, java health insurance bca letter of recommendation webwizards"
INT1412,2025-08-21,iOS Development,AppFactory,Indore,Immediately,Rs. 12000 /month,4 Months,2025-08-20,,MCA,"iOS, Swift, Xcode",,12000.0,12000.0,fixed,month,4.0,2025-08-20,2025-08-21,True,,False,Indore,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode mca appfactory"
INT1413,2025-09-22,UI/UX Design,CloudNine,Work From Home,1 August 2025,Performance based,6 Months,2025-09-30,"Certificate, PPO",MBA,"Figma, Adobe XD, Sketch","Flexible working hours, Work from home",,,performance_based,unknown,6.0,2025-09-30,2025-09-22,False,2025-08-01,True,Remote,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch flexible working hours, work from home mba certificate, ppo cloudnine"
INT1414,2025-01-23,Digital Marketing,BizBoost,Work From Home,Immediately,Rs. 7000-10000 /month,1 Month,2025-05-31,"Certificate of Completion, Letter of Recommendation",B.Com,"Facebook Ads, Google Ads, SEO","5 days a week, Free snacks",7000.0,10000.0,range,month,1.0,2025-05-31,2025-01-23,True,,True,Remote,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo 5 days a week, free snacks b.com certificate of completion, letter of recommendation bizboost"
INT1415,2025-02-24,Social Media Marketing,ContentKing,Work From Home,15 June 2025,Rs. 2000 /month,5 Months,2025-10-15,Pre-Placement Offer (PPO),Any Graduate,"Instagram, Facebook, Content Creation","Informal dress code, Free snacks",2000.0,2000.0,fixed,month,5.0,2025-10-15,2025-02-24,False,2025-06-15,True,Remote,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation informal dress code, free snacks any graduate pre-placement offer (ppo) contentking"
INT1416,2025-03-25,Video Editing,PixelPerfect,Mumbai,1 August 2025,Rs. 25000 /month,8 Weeks,2025-06-30,Certificate of Completion,B.Sc,"Premiere Pro, After Effects, Davinci Resolve","Certificate, LOR",25000.0,25000.0,fixed,month,1.8411967779056388,2025-06-30,2025-03-25,False,2025-08-01,False,Mumbai,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve certificate, lor b.sc certificate of completion pixelperfect"
INT1417,2025-04-26,React Development,AnalyticsEdge,Delhi,Immediately,Rs. 5000-8000 /month,12 Weeks,2025-07-15,Letter of Recommendation,M.Tech,"React, Node.js, MongoDB",Flexible working hours,5000.0,8000.0,range,month,2.761795166858458,2025-07-15,2025-04-26,True,,False,Delhi,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb flexible working hours m.tech letter of recommendation analyticsedge"
INT1418,2025-05-27,Full Stack Development,MobileFirst,Bangalore,1 June 2025,,2 Months,2025-08-01,,"B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL",Health Insurance,,,unknown,unknown,2.0,2025-08-01,2025-05-27,False,2025-06-01,False,Bangalore,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql health insurance b.tech/b.e., mca mobilefirst"
INT1419,2025-06-28,Data Analytics,DevStudio,Hyderabad,15 June 2025,Rs. 18000 /month,3 Months,2025-11-30,"Certificate, PPO",Any,"SQL, Excel, Tableau, Power BI",,18000.0,18000.0,fixed,month,3.0,2025-11-30,2025-06-28,False,2025-06-15,False,Hyderabad,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi any certificate, ppo devstudio"
INT1420,2025-07-01,Data Science,TechCorp India,Chennai,Immediately,Rs. 5000 /month,2 Months,2025-06-15,"Certificate of Completion, Letter of Recommendation",B.Tech/B.E.,"Python, Machine Learning, Data Analysis","Flexible working hours, Work from home",5000.0,5000.0,fixed,month,2.0,2025-06-15,2025-07-01,True,,False,Chennai,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis flexible working hours, work from home b.tech/b.e. certificate of completion, letter of recommendation techcorp india"
INT1421,2025-08-02,Web Development,StartupXYZ,Pune,Immediately,Rs. 10000 /month,3 Months,2025-07-01,Pre-Placement Offer (PPO),BCA,"React, JavaScript, HTML, CSS","5 days a week, Free snacks",10000.0,10000.0,fixed,month,3.0,2025-07-01,2025-08-02,True,,False,Pune,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css 5 days a week, free snacks bca pre-placement offer (ppo) startupxyz"
INT1422,2025-09-03,Machine Learning,InnovateTech,Kolkata,1 August 2025,Rs. 8000 /month,4 Months,2025-08-20,Certificate of Completion,MCA,"Python, TensorFlow, Deep Learning","Informal dress code, Free snacks",8000.0,8000.0,fixed,month,4.0,2025-08-20,2025-09-03,False,2025-08-01,False,Kolkata,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning informal dress code, free snacks mca certificate of completion innovatetech"
INT1423,2025-01-04,Business Development,DataDriven Co,Ahmedabad,Immediately,Rs. 15000 /month,6 Months,2025-09-30,Letter of Recommendation,MBA,"Business Development, Sales, CRM","Certificate, LOR",15000.0,15000.0,fixed,month,6.0,2025-09-30,2025-01-04,True,,False,Ahmedabad,False,"['business development', 'sales', 'crm']","business development business development, sales, crm certificate, lor mba letter of recommendation datadriven co"
INT1424,2025-02-05,Marketing,DesignHub,Jaipur,1 June 2025,Unpaid,1 Month,2025-05-31,,B.Com,"Digital Marketing, SEO, Google Analytics",Flexible working hours,0.0,0.0,unpaid,unknown,1.0,2025-05-31,2025-02-05,False,2025-06-01,False,Jaipur,False,"['digital marketing', 'seo', 'google analytics']","marketing digital marketing, seo, google analytics flexible working hours b.com designhub"
INT1425,2025-03-06,Content Writing,FinanceFirst,Noida,15 June 2025,Rs. 3000 /month,5 Months,2025-10-15,"Certificate, PPO",Any Graduate,"Content Writing, Blogging, SEO",Health Insurance,3000.0,3000.0,fixed,month,5.0,2025-10-15,2025-03-06,False,2025-06-15,False,Noida,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo health insurance any graduate certificate, ppo financefirst"
INT1426,2025-04-07,Graphic Design,MarketMasters,Gurgaon,15 June 2025,Rs. 20000 /month,8 Weeks,2025-06-30,"Certificate of Completion, Letter of Recommendation",B.Sc,"Photoshop, Illustrator, Figma",,20000.0,20000.0,fixed,month,1.8411967779056388,2025-06-30,2025-04-07,False,2025-06-15,False,Gurgaon,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma b.sc certificate of completion, letter of recommendation marketmasters"
INT1427,2025-05-08,Finance,CodeCraft,Chandigarh,Immediately,Rs. 12000 /month,12 Weeks,2025-07-15,Pre-Placement Offer (PPO),M.Tech,"Finance, Excel, Tally","Flexible working hours, Work from home",12000.0,12000.0,fixed,month,2.761795166858458,2025-07-15,2025-05-08,True,,False,Chandigarh,False,"['finance', 'excel', 'tally']","finance finance, excel, tally flexible working hours, work from home m.tech pre-placement offer (ppo) codecraft"
INT1428,2025-06-09,Human Resources,CreativeMinds,Indore,1 June 2025,Performance based,2 Months,2025-08-01,Certificate of Completion,"B.Tech/B.E., MCA","HR, Recruitment, Excel","5 days a week, Free snacks",,,performance_based,unknown,2.0,2025-08-01,2025-06-09,False,2025-06-01,False,Indore,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel 5 days a week, free snacks b.tech/b.e., mca certificate of completion creativeminds"
INT1429,2025-07-10,Operations,GrowthLab,Work From Home,1 August 2025,Rs. 7000-10000 /month,3 Months,2025-11-30,Letter of Recommendation,Any,"Operations, MS Office, Excel","Informal dress code, Free snacks",7000.0,10000.0,range,month,3.0,2025-11-30,2025-07-10,False,2025-08-01,True,Remote,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel informal dress code, free snacks any letter of recommendation growthlab"
INT1430,2025-08-11,Python Development,AIVentures,Work From Home,15 June 2025,Rs. 2000 /month,2 Months,2025-06-15,,B.Tech/B.E.,"Python, Django, REST API","Certificate, LOR",2000.0,2000.0,fixed,month,2.0,2025-06-15,2025-08-11,False,2025-06-15,True,Remote,False,"['python', 'django', 'rest api']","python development python, django, rest api certificate, lor b.tech/b.e. aiventures"
INT1431,2025-09-12,Android Development,WebWizards,Work From Home,1 June 2025,Rs. 25000 /month,3 Months,2025-07-01,"Certificate, PPO",BCA,"Android, Kotlin, Java",Flexible working hours,25000.0,25000.0,fixed,month,3.0,2025-07-01,2025-09-12,False,2025-06-01,True,Remote,False,"['android', 'kotlin', 'java']","android development android, kotlin, java flexible working hours bca certificate, ppo webwizards"
INT1432,2025-01-13,iOS Development,AppFactory,Mumbai,1 August 2025,Rs. 5000-8000 /month,4 Months,2025-08-20,"Certificate of Completion, Letter of Recommendation",MCA,"iOS, Swift, Xcode",Health Insurance,5000.0,8000.0,range,month,4.0,2025-08-20,2025-01-13,False,2025-08-01,False,Mumbai,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode health insurance mca certificate of completion, letter of recommendation appfactory"
INT1433,2025-02-14,UI/UX Design,CloudNine,Delhi,1 August 2025,,6 Months,2025-09-30,Pre-Placement Offer (PPO),MBA,"Figma, Adobe XD, Sketch",,,,unknown,unknown,6.0,2025-09-30,2025-02-14,False,2025-08-01,False,Delhi,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch mba pre-placement offer (ppo) cloudnine"
INT1434,2025-03-15,Digital Marketing,BizBoost,Bangalore,15 June 2025,Rs. 18000 /month,1 Month,2025-05-31,Certificate of Completion,B.Com,"Facebook Ads, Google Ads, SEO","Flexible working hours, Work from home",18000.0,18000.0,fixed,month,1.0,2025-05-31,2025-03-15,False,2025-06-15,False,Bangalore,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo flexible working hours, work from home b.com certificate of completion bizboost"
INT1435,2025-04-16,Social Media Marketing,ContentKing,Hyderabad,Immediately,Rs. 5000 /month,5 Months,2025-10-15,Letter of Recommendation,Any Graduate,"Instagram, Facebook, Content Creation","5 days a week, Free snacks",5000.0,5000.0,fixed,month,5.0,2025-10-15,2025-04-16,True,,False,Hyderabad,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation 5 days a week, free snacks any graduate letter of recommendation contentking"
INT1436,2025-05-17,Video Editing,PixelPerfect,Chennai,1 July 2025,Rs. 10000 /month,8 Weeks,2025-06-30,,B.Sc,"Premiere Pro, After Effects, Davinci Resolve","Informal dress code, Free snacks",10000.0,10000.0,fixed,month,1.8411967779056388,2025-06-30,2025-05-17,False,2025-07-01,False,Chennai,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve informal dress code, free snacks b.sc pixelperfect"
INT1437,2025-06-18,React Development,AnalyticsEdge,Pune,15 June 2025,Rs. 8000 /month,12 Weeks,2025-07-15,"Certificate, PPO",M.Tech,"React, Node.js, MongoDB","Certificate, LOR",8000.0,8000.0,fixed,month,2.761795166858458,2025-07-15,2025-06-18,False,2025-06-15,False,Pune,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb certificate, lor m.tech certificate, ppo analyticsedge"
INT1438,2025-07-19,Full Stack Development,MobileFirst,Kolkata,Immediately,Rs. 15000 /month,2 Months,2025-08-01,"Certificate of Completion, Letter of Recommendation","B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL",Flexible working hours,15000.0,15000.0,fixed,month,2.0,2025-08-01,2025-07-19,True,,False,Kolkata,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql flexible working hours b.tech/b.e., mca certificate of completion, letter of recommendation mobilefirst"
INT1439,2025-08-20,Data Analytics,DevStudio,Ahmedabad,Immediately,Unpaid,3 Months,2025-11-30,Pre-Placement Offer (PPO),Any,"SQL, Excel, Tableau, Power BI",Health Insurance,0.0,0.0,unpaid,unknown,3.0,2025-11-30,2025-08-20,True,,False,Ahmedabad,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi health insurance any pre-placement offer (ppo) devstudio"
INT1440,2025-09-21,Data Science,TechCorp India,Jaipur,1 August 2025,Rs. 3000 /month,2 Months,2025-06-15,Certificate of Completion,B.Tech/B.E.,"Python, Machine Learning, Data Analysis",,3000.0,3000.0,fixed,month,2.0,2025-06-15,2025-09-21,False,2025-08-01,False,Jaipur,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis b.tech/b.e. certificate of completion techcorp india"
INT1441,2025-01-22,Web Development,StartupXYZ,Noida,1 July 2025,Rs. 20000 /month,3 Months,2025-07-01,Letter of Recommendation,BCA,"React, JavaScript, HTML, CSS","Flexible working hours, Work from home",20000.0,20000.0,fixed,month,3.0,2025-07-01,2025-01-22,False,2025-07-01,False,Noida,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css flexible working hours, work from home bca letter of recommendation startupxyz"
INT1442,2025-02-23,Machine Learning,InnovateTech,Gurgaon,15 June 2025,Rs. 12000 /month,4 Months,2025-08-20,,MCA,"Python, TensorFlow, Deep Learning","5 days a week, Free snacks",12000.0,12000.0,fixed,month,4.0,2025-08-20,2025-02-23,False,2025-06-15,False,Gurgaon,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning 5 days a week, free snacks mca innovatetech"
INT1443,2025-03-24,Business Development,DataDriven Co,Chandigarh,Immediately,Performance based,6 Months,2025-09-30,"Certificate, PPO",MBA,"Business Development, Sales, CRM","Informal dress code, Free snacks",,,performance_based,unknown,6.0,2025-09-30,2025-03-24,True,,False,Chandigarh,False,"['business development', 'sales', 'crm']","business development business development, sales, crm informal dress code, free snacks mba certificate, ppo datadriven co"
INT1444,2025-04-25,Marketing,DesignHub,Indore,Immediately,Rs. 7000-10000 /month,1 Month,2025-05-31,"Certificate of Completion, Letter of Recommendation",B.Com,"Digital Marketing, SEO, Google Analytics","Certificate, LOR",7000.0,10000.0,range,month,1.0,2025-05-31,2025-04-25,True,,False,Indore,False,"['digital marketing', 'seo', 'google analytics']","marketing digital marketing, seo, google analytics certificate, lor b.com certificate of completion, letter of recommendation designhub"
INT1445,2025-05-26,Content Writing,FinanceFirst,Work From Home,15 June 2025,Rs. 2000 /month,5 Months,2025-10-15,Pre-Placement Offer (PPO),Any Graduate,"Content Writing, Blogging, SEO",Flexible working hours,2000.0,2000.0,fixed,month,5.0,2025-10-15,2025-05-26,False,2025-06-15,True,Remote,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo flexible working hours any graduate pre-placement offer (ppo) financefirst"
INT1446,2025-06-27,Graphic Design,MarketMasters,Work From Home,1 June 2025,Rs. 25000 /month,8 Weeks,2025-06-30,Certificate of Completion,B.Sc,"Photoshop, Illustrator, Figma",Health Insurance,25000.0,25000.0,fixed,month,1.8411967779056388,2025-06-30,2025-06-27,False,2025-06-01,True,Remote,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma health insurance b.sc certificate of completion marketmasters"
INT1447,2025-07-28,Finance,CodeCraft,Work From Home,1 August 2025,Rs. 5000-8000 /month,12 Weeks,2025-07-15,Letter of Recommendation,M.Tech,"Finance, Excel, Tally",,5000.0,8000.0,range,month,2.761795166858458,2025-07-15,2025-07-28,False,2025-08-01,True,Remote,False,"['finance', 'excel', 'tally']","finance finance, excel, tally m.tech letter of recommendation codecraft"
INT1448,2025-08-01,Human Resources,CreativeMinds,Mumbai,15 June 2025,,2 Months,2025-08-01,,"B.Tech/B.E., MCA","HR, Recruitment, Excel","Flexible working hours, Work from home",,,unknown,unknown,2.0,2025-08-01,2025-08-01,False,2025-06-15,False,Mumbai,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel flexible working hours, work from home b.tech/b.e., mca creativeminds"
INT1449,2025-09-02,Operations,GrowthLab,Delhi,1 June 2025,Rs. 18000 /month,3 Months,2025-11-30,"Certificate, PPO",Any,"Operations, MS Office, Excel","5 days a week, Free snacks",18000.0,18000.0,fixed,month,3.0,2025-11-30,2025-09-02,False,2025-06-01,False,Delhi,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel 5 days a week, free snacks any certificate, ppo growthlab"
INT1450,2025-01-03,Python Development,AIVentures,Bangalore,1 August 2025,Rs. 5000 /month,2 Months,2025-06-15,"Certificate of Completion, Letter of Recommendation",B.Tech/B.E.,"Python, Django, REST API","Informal dress code, Free snacks",5000.0,5000.0,fixed,month,2.0,2025-06-15,2025-01-03,False,2025-08-01,False,Bangalore,False,"['python', 'django', 'rest api']","python development python, django, rest api informal dress code, free snacks b.tech/b.e. certificate of completion, letter of recommendation aiventures"
INT1451,2025-02-04,Android Development,WebWizards,Hyderabad,1 July 2025,Rs. 10000 /month,3 Months,2025-07-01,Pre-Placement Offer (PPO),BCA,"Android, Kotlin, Java","Certificate, LOR",10000.0,10000.0,fixed,month,3.0,2025-07-01,2025-02-04,False,2025-07-01,False,Hyderabad,False,"['android', 'kotlin', 'java']","android development android, kotlin, java certificate, lor bca pre-placement offer (ppo) webwizards"
INT1452,2025-03-05,iOS Development,AppFactory,Chennai,Immediately,Rs. 8000 /month,4 Months,2025-08-20,Certificate of Completion,MCA,"iOS, Swift, Xcode",Flexible working hours,8000.0,8000.0,fixed,month,4.0,2025-08-20,2025-03-05,True,,False,Chennai,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode flexible working hours mca certificate of completion appfactory"
INT1453,2025-04-06,UI/UX Design,CloudNine,Pune,1 August 2025,Rs. 15000 /month,6 Months,2025-09-30,Letter of Recommendation,MBA,"Figma, Adobe XD, Sketch",Health Insurance,15000.0,15000.0,fixed,month,6.0,2025-09-30,2025-04-06,False,2025-08-01,False,Pune,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch health insurance mba letter of recommendation cloudnine"
INT1454,2025-05-07,Digital Marketing,BizBoost,Kolkata,1 July 2025,Unpaid,1 Month,2025-05-31,,B.Com,"Facebook Ads, Google Ads, SEO",,0.0,0.0,unpaid,unknown,1.0,2025-05-31,2025-05-07,False,2025-07-01,False,Kolkata,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo b.com bizboost"
INT1455,2025-06-08,Social Media Marketing,ContentKing,Ahmedabad,Immediately,Rs. 3000 /month,5 Months,2025-10-15,"Certificate, PPO",Any Graduate,"Instagram, Facebook, Content Creation","Flexible working hours, Work from home",3000.0,3000.0,fixed,month,5.0,2025-10-15,2025-06-08,True,,False,Ahmedabad,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation flexible working hours, work from home any graduate certificate, ppo contentking"
INT1456,2025-07-09,Video Editing,PixelPerfect,Jaipur,Immediately,Rs. 20000 /month,8 Weeks,2025-06-30,"Certificate of Completion, Letter of Recommendation",B.Sc,"Premiere Pro, After Effects, Davinci Resolve","5 days a week, Free snacks",20000.0,20000.0,fixed,month,1.8411967779056388,2025-06-30,2025-07-09,True,,False,Jaipur,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve 5 days a week, free snacks b.sc certificate of completion, letter of recommendation pixelperfect"
INT1457,2025-08-10,React Development,AnalyticsEdge,Noida,Immediately,Rs. 12000 /month,12 Weeks,2025-07-15,Pre-Placement Offer (PPO),M.Tech,"React, Node.js, MongoDB","Informal dress code, Free snacks",12000.0,12000.0,fixed,month,2.761795166858458,2025-07-15,2025-08-10,True,,False,Noida,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb informal dress code, free snacks m.tech pre-placement offer (ppo) analyticsedge"
